date,state_name,state_code,region,wind_energy,solar_energy,other_renewable_energy,total_renewable_energy
2024-08-19,Chhattisgarh,22,Western Region,0.0,2.68,1.1,3.78
2024-08-20,Chhattisgarh,22,Western Region,0.0,2.24,0.9,3.14
2024-08-21,Chhattisgarh,22,Western Region,0.0,2.29,0.9,3.19
2024-08-22,Chhattisgarh,22,Western Region,0.0,1.27,0.8,2.07
2024-08-23,Chhattisgarh,22,Western Region,0.0,2.27,1.0,3.27
2024-08-24,Chhattisgarh,22,Western Region,0.0,1.85,1.1,2.95
2024-08-25,Chhattisgarh,22,Western Region,0.0,1.17,1.1,2.27
2024-08-26,Chhattisgarh,22,Western Region,0.0,2.47,1.0,3.47
2024-08-27,Chhattisgarh,22,Western Region,0.0,3.13,1.1,4.23
2024-08-28,Chhattisgarh,22,Western Region,0.0,3.04,0.9,3.94
2024-08-29,Chhattisgarh,22,Western Region,0.0,1.6,0.8,2.4
2024-08-30,Chhattisgarh,22,Western Region,0.0,3.1,1.0,4.1
2024-08-31,Chhattisgarh,22,Western Region,0.0,3.23,1.1,4.33
2024-09-01,Chhattisgarh,22,Western Region,0.0,2.59,1.0,3.59
2024-09-02,Chhattisgarh,22,Western Region,0.0,2.34,1.0,3.34
2024-09-03,Chhattisgarh,22,Western Region,0.0,2.94,0.9,3.84
2024-09-04,Chhattisgarh,22,Western Region,0.0,2.83,1.0,3.83
2024-09-05,Chhattisgarh,22,Western Region,0.0,3.2,0.8,4.0
2024-09-06,Chhattisgarh,22,Western Region,0.0,2.37,1.0,3.37
2024-09-07,Chhattisgarh,22,Western Region,0.0,2.96,0.9,3.86
2024-09-08,Chhattisgarh,22,Western Region,0.0,2.61,0.7,3.31
2024-09-09,Chhattisgarh,22,Western Region,0.0,2.58,0.8,3.38
2024-09-10,Chhattisgarh,22,Western Region,0.0,0.77,1.0,1.77
2024-09-11,Chhattisgarh,22,Western Region,0.0,2.56,1.0,3.56
2024-09-12,Chhattisgarh,22,Western Region,0.0,3.06,1.0,4.06
2024-09-13,Chhattisgarh,22,Western Region,0.0,2.51,1.0,3.51
2024-09-14,Chhattisgarh,22,Western Region,0.0,2.29,0.9,3.19
2024-09-15,Chhattisgarh,22,Western Region,0.0,3.0,0.9,3.9
2024-09-16,Chhattisgarh,22,Western Region,0.0,1.62,1.0,2.62
2024-09-17,Chhattisgarh,22,Western Region,0.0,1.76,0.8,2.56
2024-09-18,Chhattisgarh,22,Western Region,0.0,2.69,0.7,3.39
2024-09-19,Chhattisgarh,22,Western Region,0.0,3.29,0.7,3.99
2024-09-20,Chhattisgarh,22,Western Region,0.0,3.48,1.1,4.58
2024-09-21,Chhattisgarh,22,Western Region,0.0,3.37,1.0,4.37
2024-09-22,Chhattisgarh,22,Western Region,0.0,3.18,1.0,4.18
2024-09-23,Chhattisgarh,22,Western Region,0.0,2.84,1.0,3.84
2024-09-24,Chhattisgarh,22,Western Region,0.0,1.99,1.0,2.99
2024-09-25,Chhattisgarh,22,Western Region,0.0,1.69,1.0,2.69
2024-09-26,Chhattisgarh,22,Western Region,0.0,1.51,1.1,2.61
2024-09-27,Chhattisgarh,22,Western Region,0.0,2.04,1.0,3.04
2024-09-28,Chhattisgarh,22,Western Region,0.0,2.9,0.9,3.8
2024-09-29,Chhattisgarh,22,Western Region,0.0,3.04,0.7,3.74
2024-09-30,Chhattisgarh,22,Western Region,0.0,3.24,0.8,4.04
2024-10-01,Chhattisgarh,22,Western Region,0.0,2.75,0.8,3.55
2024-10-02,Chhattisgarh,22,Western Region,0.0,3.08,1.0,4.08
2024-10-03,Chhattisgarh,22,Western Region,0.0,2.72,1.0,3.72
2024-10-04,Chhattisgarh,22,Western Region,0.0,2.81,1.1,3.91
2024-10-05,Chhattisgarh,22,Western Region,0.0,3.02,1.0,4.02
2024-10-06,Chhattisgarh,22,Western Region,0.0,3.32,1.0,4.32
2024-10-07,Chhattisgarh,22,Western Region,0.0,2.69,1.0,3.69
2024-10-08,Chhattisgarh,22,Western Region,0.0,2.22,1.0,3.22
2024-10-09,Chhattisgarh,22,Western Region,0.0,2.65,1.0,3.65
2024-10-10,Chhattisgarh,22,Western Region,0.0,3.04,1.0,4.04
2024-10-11,Chhattisgarh,22,Western Region,0.0,3.33,1.1,4.43
2024-10-12,Chhattisgarh,22,Western Region,0.0,3.23,1.1,4.33
2024-10-13,Chhattisgarh,22,Western Region,0.0,3.2,1.1,4.3
2024-10-14,Chhattisgarh,22,Western Region,0.0,2.98,0.8,3.78
2024-10-15,Chhattisgarh,22,Western Region,0.0,3.16,1.1,4.26
2024-10-16,Chhattisgarh,22,Western Region,0.0,2.56,1.1,3.66
2024-10-17,Chhattisgarh,22,Western Region,0.0,3.16,1.1,4.26
2024-10-18,Chhattisgarh,22,Western Region,0.0,2.65,1.0,3.65
2024-10-19,Chhattisgarh,22,Western Region,0.0,2.75,1.0,3.75
2024-10-20,Chhattisgarh,22,Western Region,0.0,1.57,1.1,2.67
2024-10-21,Chhattisgarh,22,Western Region,0.0,2.58,0.9,3.48
2024-10-22,Chhattisgarh,22,Western Region,0.0,3.3,0.8,4.1
2024-10-23,Chhattisgarh,22,Western Region,0.0,3.5,0.9,4.4
2024-10-24,Chhattisgarh,22,Western Region,0.0,2.91,1.0,3.91
2024-10-25,Chhattisgarh,22,Western Region,0.0,2.85,1.1,3.95
2024-10-26,Chhattisgarh,22,Western Region,0.0,3.52,1.1,4.62
2024-10-27,Chhattisgarh,22,Western Region,0.0,2.77,1.1,3.87
2024-10-28,Chhattisgarh,22,Western Region,0.0,1.95,1.1,3.05
2024-10-29,Chhattisgarh,22,Western Region,0.0,2.63,1.1,3.73
2024-10-30,Chhattisgarh,22,Western Region,0.0,2.8,0.8,3.6
2024-10-31,Chhattisgarh,22,Western Region,0.0,2.52,0.8,3.32
2024-11-01,Chhattisgarh,22,Western Region,0.0,2.87,0.9,3.77
2024-11-02,Chhattisgarh,22,Western Region,0.0,2.85,0.7,3.55
2024-11-03,Chhattisgarh,22,Western Region,0.0,2.54,0.9,3.44
2024-11-04,Chhattisgarh,22,Western Region,0.0,2.78,1.1,3.88
2024-11-05,Chhattisgarh,22,Western Region,0.0,2.78,1.1,3.88
2024-11-06,Chhattisgarh,22,Western Region,0.0,2.56,1.1,3.66
2024-11-07,Chhattisgarh,22,Western Region,0.0,2.43,1.1,3.53
2024-11-08,Chhattisgarh,22,Western Region,0.0,2.55,1.1,3.65
2024-11-09,Chhattisgarh,22,Western Region,0.0,2.63,1.0,3.63
2024-11-10,Chhattisgarh,22,Western Region,0.0,2.27,1.1,3.37
2024-11-11,Chhattisgarh,22,Western Region,0.0,2.59,1.1,3.69
2024-11-12,Chhattisgarh,22,Western Region,0.0,3.18,1.0,4.18
2024-11-13,Chhattisgarh,22,Western Region,0.0,3.28,1.0,4.28
2024-11-14,Chhattisgarh,22,Western Region,0.0,3.27,1.1,4.37
2024-11-15,Chhattisgarh,22,Western Region,0.0,2.88,1.1,3.98
2024-11-16,Chhattisgarh,22,Western Region,0.0,2.88,1.0,3.88
2024-11-17,Chhattisgarh,22,Western Region,0.0,2.35,1.0,3.35
2024-11-18,Chhattisgarh,22,Western Region,0.0,3.27,1.1,4.37
2024-11-19,Chhattisgarh,22,Western Region,0.0,2.86,1.1,3.96
2024-11-20,Chhattisgarh,22,Western Region,0.0,2.85,1.1,3.95
2024-11-21,Chhattisgarh,22,Western Region,0.0,2.73,1.0,3.73
2024-11-22,Chhattisgarh,22,Western Region,0.0,2.74,1.1,3.84
2024-11-23,Chhattisgarh,22,Western Region,0.0,2.95,1.1,4.05
2024-11-24,Chhattisgarh,22,Western Region,0.0,3.06,1.1,4.16
2024-11-25,Chhattisgarh,22,Western Region,0.0,3.26,1.1,4.36
2024-11-26,Chhattisgarh,22,Western Region,0.0,3.13,1.1,4.23
2024-11-27,Chhattisgarh,22,Western Region,0.0,3.04,1.1,4.14
2024-11-28,Chhattisgarh,22,Western Region,0.0,2.82,1.1,3.92
2024-11-29,Chhattisgarh,22,Western Region,0.0,2.66,0.9,3.56
2024-11-30,Chhattisgarh,22,Western Region,0.0,1.61,0.7,2.31
2024-12-01,Chhattisgarh,22,Western Region,0.0,0.88,0.7,1.58
2024-12-02,Chhattisgarh,22,Western Region,0.0,1.2,0.7,1.9
2024-12-03,Chhattisgarh,22,Western Region,0.0,1.77,0.8,2.57
2024-12-04,Chhattisgarh,22,Western Region,0.0,2.72,0.8,3.52
2024-12-05,Chhattisgarh,22,Western Region,0.0,2.73,0.8,3.53
2024-12-06,Chhattisgarh,22,Western Region,0.0,2.42,0.8,3.22
2024-12-07,Chhattisgarh,22,Western Region,0.0,1.5,0.7,2.2
2024-12-08,Chhattisgarh,22,Western Region,0.0,1.45,0.2,1.65
2024-12-09,Chhattisgarh,22,Western Region,0.0,2.05,0.3,2.35
2024-12-10,Chhattisgarh,22,Western Region,0.0,3.16,0.8,3.96
2024-12-11,Chhattisgarh,22,Western Region,0.0,3.47,0.8,4.27
2024-12-12,Chhattisgarh,22,Western Region,0.0,3.27,0.8,4.07
2024-12-13,Chhattisgarh,22,Western Region,0.0,3.28,0.8,4.08
2024-12-14,Chhattisgarh,22,Western Region,0.0,3.51,0.8,4.31
2024-12-15,Chhattisgarh,22,Western Region,0.0,3.59,0.8,4.39
2024-12-16,Chhattisgarh,22,Western Region,0.0,3.4,0.8,4.2
2024-12-17,Chhattisgarh,22,Western Region,0.0,3.24,0.8,4.04
2024-12-18,Chhattisgarh,22,Western Region,0.0,3.17,0.8,3.97
2024-12-19,Chhattisgarh,22,Western Region,0.0,2.96,0.8,3.76
2024-12-20,Chhattisgarh,22,Western Region,0.0,2.53,0.0,2.53
2024-12-21,Chhattisgarh,22,Western Region,0.0,1.73,0.8,2.53
2024-12-22,Chhattisgarh,22,Western Region,0.0,2.2,0.8,3.0
2024-12-23,Chhattisgarh,22,Western Region,0.0,2.99,1.6,4.59
2024-12-24,Chhattisgarh,22,Western Region,0.0,2.09,0.8,2.89
2024-12-25,Chhattisgarh,22,Western Region,0.0,1.94,0.9,2.84
2024-12-26,Chhattisgarh,22,Western Region,0.0,2.48,0.9,3.38
2024-12-27,Chhattisgarh,22,Western Region,0.0,2.74,1.0,3.74
2024-12-28,Chhattisgarh,22,Western Region,0.0,2.3,1.1,3.4
2024-12-29,Chhattisgarh,22,Western Region,0.0,1.67,1.1,2.77
2024-12-30,Chhattisgarh,22,Western Region,0.0,2.95,1.1,4.05
2024-12-31,Chhattisgarh,22,Western Region,0.0,3.52,1.1,4.62
2025-01-01,Chhattisgarh,22,Western Region,0.0,3.82,1.1,4.92
2025-01-02,Chhattisgarh,22,Western Region,0.0,3.83,0.9,4.73
2025-01-03,Chhattisgarh,22,Western Region,0.0,4.03,0.8,4.83
2025-01-04,Chhattisgarh,22,Western Region,0.0,3.84,1.1,4.94
2025-01-05,Chhattisgarh,22,Western Region,0.0,3.29,1.1,4.39
2025-01-06,Chhattisgarh,22,Western Region,0.0,2.75,2.2,4.95
2025-01-07,Chhattisgarh,22,Western Region,0.0,3.07,1.1,4.17
2025-01-08,Chhattisgarh,22,Western Region,0.0,3.39,0.9,4.29
2025-01-09,Chhattisgarh,22,Western Region,0.0,3.8,0.8,4.6
2025-01-10,Chhattisgarh,22,Western Region,0.0,3.78,0.8,4.58
2025-01-11,Chhattisgarh,22,Western Region,0.0,3.28,0.8,4.08
2025-01-12,Chhattisgarh,22,Western Region,0.0,2.64,2.2,4.84
2025-01-13,Chhattisgarh,22,Western Region,0.0,2.29,1.1,3.39
2025-01-14,Chhattisgarh,22,Western Region,0.0,2.61,1.1,3.71
2025-01-15,Chhattisgarh,22,Western Region,0.0,2.41,1.1,3.51
2025-01-16,Chhattisgarh,22,Western Region,0.0,2.36,0.9,3.26
2025-01-17,Chhattisgarh,22,Western Region,0.0,3.08,0.9,3.98
2025-01-18,Chhattisgarh,22,Western Region,0.0,3.4,0.7,4.1
2025-01-19,Chhattisgarh,22,Western Region,0.0,3.6,0.9,4.5
2025-01-20,Chhattisgarh,22,Western Region,0.0,3.53,1.1,4.63
2025-01-21,Chhattisgarh,22,Western Region,0.0,3.71,0.8,4.51
2025-01-22,Chhattisgarh,22,Western Region,0.0,3.7,0.9,4.6
2025-01-23,Chhattisgarh,22,Western Region,0.0,3.37,1.0,4.37
2025-01-24,Chhattisgarh,22,Western Region,0.0,3.38,0.8,4.18
2025-01-25,Chhattisgarh,22,Western Region,0.0,3.37,1.1,4.47
2025-01-26,Chhattisgarh,22,Western Region,0.0,3.7,1.1,4.8
2025-01-27,Chhattisgarh,22,Western Region,0.0,4.0,1.1,5.1
2025-01-28,Chhattisgarh,22,Western Region,0.0,3.89,1.1,4.99
2025-01-29,Chhattisgarh,22,Western Region,0.0,3.46,1.1,4.56
2025-01-30,Chhattisgarh,22,Western Region,0.0,3.18,1.1,4.28
2025-01-31,Chhattisgarh,22,Western Region,0.0,3.06,1.1,4.16
2025-02-01,Chhattisgarh,22,Western Region,0.0,3.36,1.1,4.46
2025-02-02,Chhattisgarh,22,Western Region,0.0,3.59,1.1,4.69
2025-02-03,Chhattisgarh,22,Western Region,0.0,3.47,1.1,4.57
2025-02-04,Chhattisgarh,22,Western Region,0.0,3.45,1.1,4.55
2025-02-05,Chhattisgarh,22,Western Region,0.0,3.67,1.1,4.77
2025-02-06,Chhattisgarh,22,Western Region,0.0,3.49,1.1,4.59
2025-02-07,Chhattisgarh,22,Western Region,0.0,3.47,1.1,4.57
2025-02-08,Chhattisgarh,22,Western Region,0.0,3.81,1.1,4.91
2025-02-09,Chhattisgarh,22,Western Region,0.0,4.12,1.1,5.22
2025-02-10,Chhattisgarh,22,Western Region,0.0,3.78,1.1,4.88
2025-02-11,Chhattisgarh,22,Western Region,0.0,3.46,1.1,4.56
2025-02-12,Chhattisgarh,22,Western Region,0.0,3.49,0.7,4.19
2025-02-13,Chhattisgarh,22,Western Region,0.0,3.83,0.8,4.63
2025-02-14,Chhattisgarh,22,Western Region,0.0,4.25,1.1,5.35
2025-02-15,Chhattisgarh,22,Western Region,0.0,4.24,1.1,5.34
2025-02-16,Chhattisgarh,22,Western Region,0.0,4.02,1.1,5.12
2025-02-17,Chhattisgarh,22,Western Region,0.0,4.02,1.1,5.12
2025-02-18,Chhattisgarh,22,Western Region,0.0,3.72,1.1,4.82
2025-02-19,Chhattisgarh,22,Western Region,0.0,3.46,1.1,4.56
2025-02-20,Chhattisgarh,22,Western Region,0.0,4.08,1.1,5.18
2025-02-21,Chhattisgarh,22,Western Region,0.0,4.48,1.1,5.58
2025-02-22,Chhattisgarh,22,Western Region,0.0,4.02,1.1,5.12
2025-02-23,Chhattisgarh,22,Western Region,0.0,4.35,1.0,5.35
2025-02-24,Chhattisgarh,22,Western Region,0.0,4.06,1.1,5.16
2025-02-25,Chhattisgarh,22,Western Region,0.0,3.92,1.1,5.02
2025-02-26,Chhattisgarh,22,Western Region,0.0,4.15,1.1,5.25
2025-02-27,Chhattisgarh,22,Western Region,0.0,4.23,1.1,5.33
2025-02-28,Chhattisgarh,22,Western Region,0.0,4.0,1.0,5.0
2025-03-01,Chhattisgarh,22,Western Region,0.0,4.01,1.1,5.11
2025-03-02,Chhattisgarh,22,Western Region,0.0,3.27,1.1,4.37
2025-03-03,Chhattisgarh,22,Western Region,0.0,4.1,1.1,5.2
2025-03-04,Chhattisgarh,22,Western Region,0.0,3.98,1.1,5.08
2025-03-05,Chhattisgarh,22,Western Region,0.0,4.57,0.9,5.47
2025-03-06,Chhattisgarh,22,Western Region,0.0,4.67,0.8,5.47
2025-03-07,Chhattisgarh,22,Western Region,0.0,4.56,1.1,5.66
2025-03-08,Chhattisgarh,22,Western Region,0.0,4.03,1.1,5.13
2025-03-09,Chhattisgarh,22,Western Region,0.0,4.1,1.1,5.2
2025-03-10,Chhattisgarh,22,Western Region,0.0,3.9,1.1,5.0
2025-03-11,Chhattisgarh,22,Western Region,0.0,4.33,1.1,5.43
2025-03-12,Chhattisgarh,22,Western Region,0.0,3.71,1.1,4.81
2025-03-13,Chhattisgarh,22,Western Region,0.0,4.11,1.1,5.21
2025-03-14,Chhattisgarh,22,Western Region,0.0,4.11,1.1,5.21
2025-03-15,Chhattisgarh,22,Western Region,0.0,3.69,0.8,4.49
2025-03-16,Chhattisgarh,22,Western Region,0.0,3.48,0.7,4.18
2025-03-17,Chhattisgarh,22,Western Region,0.0,3.68,0.9,4.58
2025-03-18,Chhattisgarh,22,Western Region,0.0,4.61,1.1,5.71
2025-03-19,Chhattisgarh,22,Western Region,0.0,3.74,1.1,4.84
2025-03-20,Chhattisgarh,22,Western Region,0.0,3.75,1.1,4.85
2025-03-21,Chhattisgarh,22,Western Region,0.0,3.23,1.1,4.33
2025-03-22,Chhattisgarh,22,Western Region,0.0,3.71,1.1,4.81
2025-03-23,Chhattisgarh,22,Western Region,0.0,4.07,1.1,5.17
2025-03-24,Chhattisgarh,22,Western Region,0.0,3.77,1.1,4.87
2025-03-25,Chhattisgarh,22,Western Region,0.0,3.02,1.1,4.12
2025-03-26,Chhattisgarh,22,Western Region,0.0,4.59,1.0,5.59
2025-03-27,Chhattisgarh,22,Western Region,0.0,4.39,0.8,5.19
2025-03-28,Chhattisgarh,22,Western Region,0.0,4.49,0.7,5.19
2025-03-29,Chhattisgarh,22,Western Region,0.0,4.29,1.0,5.29
2025-03-30,Chhattisgarh,22,Western Region,0.0,4.61,1.0,5.61
2025-03-31,Chhattisgarh,22,Western Region,0.0,4.09,1.1,5.19
2025-04-01,Chhattisgarh,22,Western Region,0.0,3.36,1.1,4.46
2025-04-02,Chhattisgarh,22,Western Region,0.0,3.0,1.1,4.1
2025-04-03,Chhattisgarh,22,Western Region,0.0,2.4,1.0,3.4
2025-04-04,Chhattisgarh,22,Western Region,0.0,3.76,1.1,4.86
2025-04-05,Chhattisgarh,22,Western Region,0.0,4.41,1.1,5.51
2025-04-06,Chhattisgarh,22,Western Region,0.0,4.73,1.1,5.83
2025-04-07,Chhattisgarh,22,Western Region,0.0,4.95,1.1,6.05
2025-04-08,Chhattisgarh,22,Western Region,0.0,4.3,2.2,6.5
2025-04-09,Chhattisgarh,22,Western Region,0.0,4.5,1.0,5.5
2025-04-10,Chhattisgarh,22,Western Region,0.0,5.02,1.0,6.02
2025-04-11,Chhattisgarh,22,Western Region,0.0,4.8,0.9,5.7
2025-04-12,Chhattisgarh,22,Western Region,0.0,4.48,1.1,5.58
2025-04-13,Chhattisgarh,22,Western Region,0.0,3.71,1.0,4.71
2025-04-14,Chhattisgarh,22,Western Region,0.0,3.64,1.1,4.74
2025-04-15,Chhattisgarh,22,Western Region,0.0,4.47,1.1,5.57
2025-04-16,Chhattisgarh,22,Western Region,0.0,4.93,1.1,6.03
2025-04-17,Chhattisgarh,22,Western Region,0.0,4.5,1.0,5.5
2025-04-18,Chhattisgarh,22,Western Region,0.0,4.36,1.0,5.36
2025-04-19,Chhattisgarh,22,Western Region,0.0,4.02,1.0,5.02
2025-04-20,Chhattisgarh,22,Western Region,0.0,4.62,1.0,5.62
2025-04-21,Chhattisgarh,22,Western Region,0.0,4.61,1.0,5.61
2025-04-22,Chhattisgarh,22,Western Region,0.0,5.03,1.0,6.03
2025-04-23,Chhattisgarh,22,Western Region,0.0,4.81,1.0,5.81
2025-04-24,Chhattisgarh,22,Western Region,0.0,4.4,1.0,5.4
2025-04-25,Chhattisgarh,22,Western Region,0.0,4.49,1.0,5.49
2025-04-26,Chhattisgarh,22,Western Region,0.0,4.49,0.0,4.49
2025-04-27,Chhattisgarh,22,Western Region,0.0,3.88,0.9,4.78
2019-10-30,Delhi,7,Northern Region,0.0,0.0,1.01,1.01
2019-10-31,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-11-01,Delhi,7,Northern Region,0.0,0.0,1.04,1.04
2019-11-02,Delhi,7,Northern Region,0.0,0.0,0.81,0.81
2019-11-03,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-11-04,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-11-05,Delhi,7,Northern Region,0.0,0.0,0.35,0.35
2019-11-06,Delhi,7,Northern Region,0.0,0.0,0.89,0.89
2019-11-07,Delhi,7,Northern Region,0.0,0.0,0.35,0.35
2019-11-08,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-11-09,Delhi,7,Northern Region,0.0,0.0,0.71,0.71
2019-11-10,Delhi,7,Northern Region,0.0,0.0,1.14,1.14
2019-11-11,Delhi,7,Northern Region,0.0,0.0,1.05,1.05
2019-11-12,Delhi,7,Northern Region,0.0,0.0,0.71,0.71
2019-11-13,Delhi,7,Northern Region,0.0,0.0,0.91,0.91
2019-11-14,Delhi,7,Northern Region,0.0,0.0,0.93,0.93
2019-11-15,Delhi,7,Northern Region,0.0,0.0,0.5,0.5
2019-11-16,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-11-17,Delhi,7,Northern Region,0.0,0.0,1.13,1.13
2019-11-18,Delhi,7,Northern Region,0.0,0.0,1.1,1.1
2019-11-19,Delhi,7,Northern Region,0.0,0.0,0.62,0.62
2019-11-20,Delhi,7,Northern Region,0.0,0.0,1.01,1.01
2019-11-23,Delhi,7,Northern Region,0.0,0.0,1.02,1.02
2019-11-24,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-11-25,Delhi,7,Northern Region,0.0,0.0,1.13,1.13
2019-11-26,Delhi,7,Northern Region,0.0,0.0,1.1,1.1
2019-11-27,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-11-28,Delhi,7,Northern Region,0.0,0.0,0.84,0.84
2019-11-29,Delhi,7,Northern Region,0.0,0.0,0.46,0.46
2019-11-30,Delhi,7,Northern Region,0.0,0.0,0.83,0.83
2019-12-01,Delhi,7,Northern Region,0.0,0.0,0.84,0.84
2019-12-02,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-12-03,Delhi,7,Northern Region,0.0,0.0,0.9,0.9
2019-12-04,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-12-05,Delhi,7,Northern Region,0.0,0.0,0.95,0.95
2019-12-06,Delhi,7,Northern Region,0.0,0.0,0.49,0.49
2019-12-07,Delhi,7,Northern Region,0.0,0.0,0.37,0.37
2019-12-08,Delhi,7,Northern Region,0.0,0.0,0.8,0.8
2019-12-09,Delhi,7,Northern Region,0.0,0.0,0.83,0.83
2019-12-10,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-12-11,Delhi,7,Northern Region,0.0,0.0,0.97,0.97
2019-12-12,Delhi,7,Northern Region,0.0,0.0,1.2,1.2
2019-12-13,Delhi,7,Northern Region,0.0,0.0,1.1,1.1
2019-12-14,Delhi,7,Northern Region,0.0,0.0,0.9,0.9
2019-12-15,Delhi,7,Northern Region,0.0,0.0,0.84,0.84
2019-12-16,Delhi,7,Northern Region,0.0,0.0,0.97,0.97
2019-12-17,Delhi,7,Northern Region,0.0,0.0,0.84,0.84
2019-12-18,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-12-19,Delhi,7,Northern Region,0.0,0.0,1.08,1.08
2019-12-20,Delhi,7,Northern Region,0.0,0.0,0.69,0.69
2019-12-23,Delhi,7,Northern Region,0.0,0.0,0.59,0.59
2019-12-24,Delhi,7,Northern Region,0.0,0.0,0.97,0.97
2019-12-26,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2019-12-27,Delhi,7,Northern Region,0.0,0.0,0.53,0.53
2019-12-28,Delhi,7,Northern Region,0.0,0.0,1.01,1.01
2019-12-29,Delhi,7,Northern Region,0.0,0.0,0.55,0.55
2019-12-30,Delhi,7,Northern Region,0.0,0.0,0.45,0.45
2019-12-31,Delhi,7,Northern Region,0.0,0.0,0.6,0.6
2020-01-01,Delhi,7,Northern Region,0.0,0.0,0.58,0.58
2020-01-02,Delhi,7,Northern Region,0.0,0.0,0.91,0.91
2020-01-03,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-01-04,Delhi,7,Northern Region,0.0,0.0,0.45,0.45
2020-01-05,Delhi,7,Northern Region,0.0,0.0,0.24,0.24
2020-01-06,Delhi,7,Northern Region,0.0,0.0,0.45,0.45
2020-01-07,Delhi,7,Northern Region,0.0,0.0,0.81,0.81
2020-01-08,Delhi,7,Northern Region,0.0,0.0,0.41,0.41
2020-01-09,Delhi,7,Northern Region,0.0,0.0,0.31,0.31
2020-01-11,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-01-12,Delhi,7,Northern Region,0.0,0.0,0.56,0.56
2020-01-13,Delhi,7,Northern Region,0.0,0.0,1.07,1.07
2020-01-14,Delhi,7,Northern Region,0.0,0.0,0.58,0.58
2020-01-15,Delhi,7,Northern Region,0.0,0.0,0.89,0.89
2020-01-16,Delhi,7,Northern Region,0.0,0.0,0.72,0.72
2020-01-17,Delhi,7,Northern Region,0.0,0.0,0.69,0.69
2020-01-18,Delhi,7,Northern Region,0.0,0.0,0.84,0.84
2020-01-19,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-01-20,Delhi,7,Northern Region,0.0,0.0,0.61,0.61
2020-01-21,Delhi,7,Northern Region,0.0,0.0,0.95,0.95
2020-01-22,Delhi,7,Northern Region,0.0,0.0,0.56,0.56
2020-01-23,Delhi,7,Northern Region,0.0,0.0,0.96,0.96
2020-01-24,Delhi,7,Northern Region,0.0,0.0,0.62,0.62
2020-01-25,Delhi,7,Northern Region,0.0,0.0,1.09,1.09
2020-01-26,Delhi,7,Northern Region,0.0,0.0,0.82,0.82
2020-01-27,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-01-28,Delhi,7,Northern Region,0.0,0.0,1.14,1.14
2020-01-29,Delhi,7,Northern Region,0.0,0.0,1.16,1.16
2020-01-30,Delhi,7,Northern Region,0.0,0.0,1.14,1.14
2020-01-31,Delhi,7,Northern Region,0.0,0.0,0.87,0.87
2020-02-01,Delhi,7,Northern Region,0.0,0.0,0.9,0.9
2020-02-02,Delhi,7,Northern Region,0.0,0.0,0.87,0.87
2020-03-02,Delhi,7,Northern Region,0.0,0.0,0.2,0.2
2020-03-16,Delhi,7,Northern Region,0.0,0.0,0.98,0.98
2020-03-17,Delhi,7,Northern Region,0.0,0.0,0.96,0.96
2020-03-18,Delhi,7,Northern Region,0.0,0.0,0.52,0.52
2020-03-19,Delhi,7,Northern Region,0.0,0.0,0.35,0.35
2020-03-20,Delhi,7,Northern Region,0.0,0.0,1.09,1.09
2020-04-01,Delhi,7,Northern Region,0.0,0.0,0.82,0.82
2020-04-02,Delhi,7,Northern Region,0.0,0.0,0.5,0.5
2020-04-03,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-04-04,Delhi,7,Northern Region,0.0,0.0,1.05,1.05
2020-04-05,Delhi,7,Northern Region,0.0,0.0,0.96,0.96
2020-04-06,Delhi,7,Northern Region,0.0,0.0,0.96,0.96
2020-04-07,Delhi,7,Northern Region,0.0,0.0,1.04,1.04
2020-04-08,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-04-09,Delhi,7,Northern Region,0.0,0.0,0.92,0.92
2020-04-10,Delhi,7,Northern Region,0.0,0.0,0.46,0.46
2020-04-11,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-04-12,Delhi,7,Northern Region,0.0,0.0,1.06,1.06
2020-04-13,Delhi,7,Northern Region,0.0,0.0,1.03,1.03
2020-04-14,Delhi,7,Northern Region,0.0,0.0,0.9,0.9
2020-04-16,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
2020-04-17,Delhi,7,Northern Region,0.0,0.0,1.01,1.01
2020-04-18,Delhi,7,Northern Region,0.0,0.0,0.44,0.44
2020-04-19,Delhi,7,Northern Region,0.0,0.0,0.0,0.0
