MAE,RMSE,R2,WAPE,MAPE,SMAPE,model,score,is_best
0.10066812340397797,0.12906176853929133,0.3147066911987517,19.01591165150177,29.966689302018228,22.63229522462815,CNN,-0.014771563433012058,False
0.09536143103862801,0.12901447721467524,0.31520881496596964,18.013493112554354,30.90888601088749,21.502474335936668,LSTM,-0.012404789328459787,False
0.09178897495278054,0.1259358228570818,0.3475010219885829,17.338666692727987,29.41415292898665,20.839278006298585,CNN-LSTM,0.012269563850873133,False
0.09209621551543198,0.12482175894451748,0.35899434062318014,17.396703528993342,29.337462470573506,20.903319167209776,Ensemble,0.0204786320280175,True
