MAE,RMSE,R2,WAPE,MAPE,SMAPE,model,score,is_best
3.2598001222329005,4.286941389003338,0.2226690632557392,16.478108496011426,23.310894568821563,18.424380663477123,CNN,-0.07568748755525606,False
3.1673499087550567,4.37913602804116,0.18887510266006324,16.010777803624123,24.25308884754955,17.92737940856401,LSTM,-0.09882140057614824,False
2.9891846526347914,4.354257474009894,0.19806517699826076,15.110162333201224,23.605219348748566,16.888967403655723,CNN-LSTM,-0.09048280745713574,False
2.926738263859516,4.156536185294321,0.26924130432026183,14.794499307604964,22.71094472720672,16.74381020482316,Ensemble,-0.03901302982420474,True
